id,name,alias,iata_code,icao_code,callsign,country,active
3348,MAS Airways,Unknown,Unknown,TFG,TRAFALGAR,United Kingdom,N
3349,MasAir,Unknown,M7,MAA,MAS CARGA,Mexico,Y
3350,MAT Macedonian Airlines,Unknown,IN,MAK,MAKAVIO,Macedonia,Y
3351,MCC Aviation,Unknown,Unknown,MCC,DISCOVERY,South Africa,N
3352,MG Aviacion,Unknown,Unknown,MGA,MAG AVACION,Spain,N
3353,MIA Airlines,Unknown,Unknown,JLA,SALLINE,Romania,N
3354,MIAT Mongolian Airlines,Unknown,OM,MGL,MONGOL AIR,Mongolia,Y
3355,MIT Airlines,Unknown,Unknown,MNC,MUNCIE,Canada,N
3356,MK Airline,Unknown,Unknown,MKA,KRUGER-AIR,Ghana,N
3357,MNG Airlines,Unknown,MB,MNB,BLACK SEA,Turkey,Y
3358,MSR Flug-Charter,Unknown,Unknown,EBF,SKYRUNNER,Germany,N
3359,MTC Aviacion,Unknown,Unknown,MCV,MTC AVIACION,Mexico,N
3360,Mac Aviation,Unknown,Unknown,MAQ,MAC AVIATION,Spain,N
3361,Mac Dan Aviation Corporation,Unknown,Unknown,MCN,MAC DAN,United States,N
3362,MacKnight Airlines,Unknown,Unknown,MTD,Unknown,Australia,N
3363,Macair Airlines,Unknown,CC,MCK,Unknown,Australia,Y
3364,Macedonian Airlines,Unknown,Unknown,MCS,MACAIR,Greece,N
3365,Madina Air,Unknown,Unknown,MDH,MADINA AIR,Libya,N
3366,Maersk,Unknown,DM,Unknown,Unknown,Denmark,Y
3367,Magic Blue Airlines,Unknown,Unknown,MJB,MAGIC BLUE,Netherlands,N
3368,Magna Air,Unknown,Unknown,MGR,MAGNA AIR,Austria,N
3369,Mahalo Air,Unknown,Unknown,MLH,MAHALO,United States,N
3370,Mahan Air,Unknown,W5,IRM,MAHAN AIR,Iran,Y
3371,Mahfooz Aviation,Unknown,M2,MZS,MAHFOOZ,Gambia,N
3372,Maine Aviation,Unknown,Unknown,MAT,MAINE-AV,United States,N
3373,Majestic Airlines,Unknown,Unknown,MAJ,MAGIC AIR,United States,N
3374,Mak Air,Unknown,Unknown,AKM,MAKAIR,Kazakhstan,N
3375,Malagasy Airlines,Unknown,Unknown,MLG,Unknown,Madagascar,N
3376,Malawi Express,Unknown,Unknown,MLX,MALAWI EXPRESS,Malawi,N
3377,Malaya Aviatsia Dona,Unknown,Unknown,MKK,AEROKEY,Russia,N
3378,Malaysia Airlines,Unknown,MH,MAS,MALAYSIAN,Malaysia,Y
3379,Mali Air,Unknown,Unknown,MAE,MALI AIREXPRESS,Austria,N
3380,Mali Air Express,Unknown,Unknown,VXP,AVION EXPRESS,Mali,N
3381,Mali Airways,Unknown,Unknown,MTZ,MALI AIRWAYS,Mali,N
3382,Malila Airlift,Unknown,Unknown,MLC,MALILA,Democratic Republic Of The Congo,N
3383,Mall Airways,Unknown,Unknown,MLS,MALL-AIRWAYS,United States,N
3384,Malmo Aviation,Unknown,Unknown,SCW,SCANWING,Sweden,Y
3385,Malmoe Air Taxi,Unknown,Unknown,LOD,LOGIC,Sweden,N
3386,Malmö Aviation,Unknown,TF,SCW,Scanwings,Sweden,Y
3387,Malta Air Charter,Unknown,R5,MAC,MALTA CHARTER,Malta,Y
3388,Malta Wings,Unknown,Unknown,MWS,MALTA WINGS,Malta,N
3389,Malév,Unknown,MA,MAH,MALEV,Hungary,Y
3390,Manaf International Airways,Unknown,Unknown,MLB,MANAF,Burundi,N
3391,Mandala Airlines,Unknown,RI,MDL,MANDALA,Indonesia,Y
3392,Mandarin Airlines,Unknown,AE,MDA,Mandarin,Taiwan,Y
3393,Mango,Unknown,JE,MNO,TULCA,South Africa,Y
3394,Manhattan Air,Unknown,Unknown,MHN,MANHATTAN,United Kingdom,N
3395,Manitoulin Air Services,Unknown,Unknown,MTO,MANITOULIN,Canada,N
3396,Mann Air,Unknown,Unknown,MNR,TEEMOL,United Kingdom,N
3397,Mannion Air Charter,Unknown,Unknown,MAN,MANNION,United States,N
3398,Mantrust Asahi Airways,Unknown,Unknown,MTS,MANTRUST,Indonesia,N
3399,Manx Airlines,Unknown,Unknown,MNX,MANX,United Kingdom,N
3400,Maple Air Services,Unknown,Unknown,MAD,MAPLE AIR,Canada,N
3401,March Helicopters,Unknown,Unknown,MAR,MARCH,United Kingdom,N
3402,Marcopolo Airways,Unknown,Unknown,MCP,MARCOPOLO,Afghanistan,N
3403,Marghi Air,Unknown,Unknown,MGI,MARGHI,Nigeria,N
3404,Markair,Unknown,Unknown,MRK,MARKAIR,United States,N
3405,Markoss Aviation,Unknown,Unknown,MKO,GOSHAWK,United Kingdom,N
3406,Mars RK,Unknown,6V,MRW,AVIAMARS,Ukraine,N
3407,Marshall Aerospace,Unknown,Unknown,MCE,MARSHALL,United Kingdom,N
3408,Marsland Aviation,Unknown,M7,MSL,MARSLANDAIR,Sudan,N
3409,Martin Aviation Services,Unknown,Unknown,XMA,Unknown,United States,N
3410,Martin-Baker,Unknown,Unknown,MBE,MARTIN,United Kingdom,N
3411,Martinair,Unknown,MP,MPH,MARTINAIR,Netherlands,Y
3412,Martinaire,Unknown,Unknown,MRA,MARTEX,United States,N
3413,Martyn Fiddler Associates,Unknown,Unknown,MFA,SEAHORSE,United Kingdom,N
3414,Marvin Limited,Unknown,Unknown,MVN,MARVIN,United Kingdom,N
3415,Maryland State Police,Unknown,Unknown,TRP,TROOPER,United States,N
3416,Massachusetts Institute of Technology,Unknown,Unknown,MTH,RESEARCH,United States,N
3417,Massey University School of Aviation,Unknown,Unknown,MSY,MASSEY,New Zealand,N
3418,Master Airways,Unknown,Unknown,MSW,MASTER AIRWAYS,Serbia,N
3419,Master Planner,Unknown,Unknown,MPL,Unknown,United States,N
3420,Masterjet,Unknown,Unknown,LMJ,MASTERJET,Portugal,N
3421,Mastertop Linhas Aereas,Unknown,Q4,Unknown,Unknown,Brazil,N
3422,Mauria,Unknown,Unknown,MIA,MAURIA,Mauritania,N
3423,Mauritanienne Aerienne Et Navale,Unknown,Unknown,MNV,NAVALE,Mauritania,N
3424,Mauritanienne Air Fret,Unknown,Unknown,MRF,MAUR-FRET,Mauritania,N
3425,Mauritanienne Airways,Unknown,Unknown,MWY,MAURITANIENNE,Mauritania,N
3426,Mauritanienne De Transport Aerien,Unknown,Unknown,MDE,MAURI-TRANS,Mauritania,N
3427,Maverick Airways,Unknown,Unknown,MVR,MAV-AIR,United States,N
3428,Mavial Magadan Airlines,Unknown,H5,MVL,Mavial,Russia,N
3429,Max Avia,Unknown,Unknown,MAI,MAX AVIA,Kyrgyzstan,N
3430,Max Sea Food,Unknown,Unknown,MSF,MAXESA,El Salvador,N
3431,Max-Aviation,Unknown,Unknown,MAX,MAX AVIATION,Canada,N
3432,Maxair,Unknown,8M,MXL,MAXAIR,Sweden,Y
3433,Maximus Air Cargo,Unknown,Unknown,MXU,CARGO MAX,United Arab Emirates,N
3434,Maxjet Airways,Unknown,MY,MXJ,MAX-JET,United States,N
3435,Maxsus-Avia,Unknown,Unknown,MXS,MAXSUS-AVIA,Uzbekistan,N
3436,May Air Xpress,Unknown,Unknown,MXP,BEECHNUT,United States,N
3437,Maya Island Air,Unknown,MW,MYD,MYLAND,Belize,Y
3438,Mayair,Unknown,Unknown,MYI,MAYAIR,Mexico,N
3439,Mbach Air,Unknown,Unknown,MBS,MBACHI AIR,Malawi,N
3440,McAlpine Helicopters,Unknown,Unknown,MCH,MACLINE,United Kingdom,N
3441,McCall Aviation,Unknown,Unknown,MKL,MCCALL,United States,N
3442,McDonnell Douglas,Unknown,Unknown,DAC,DACO,United States,N
3443,McNeely Charter Services,Unknown,Unknown,MDS,MID-SOUTH,United States,N
3444,Med-Trans of Florida,Unknown,Unknown,MEK,MED-TRANS,United States,N
3445,Medavia Company,Unknown,Unknown,MDM,MEDAVIA,Malta,N
3446,Medical Air Rescue Services,Unknown,Unknown,MRZ,MARS,Zimbabwe,N
3447,Medical Aviation Services,Unknown,Unknown,MCL,MEDIC,United Kingdom,N
3448,Mediterranean Air Freight,Unknown,Unknown,MDF,MED-FREIGHT,Greece,N
3449,Mediterranean Airways,Unknown,Unknown,MDY,Unknown,Egypt,N
3450,Medjet International,Unknown,Unknown,MEJ,MEDJET,United States,N
3451,Mega,Unknown,Unknown,MGK,MEGLA,Kazakhstan,N
3452,Mega Linhas Aereas,Unknown,Unknown,MEL,MEGA AIR,Brazil,N
3453,Mekong Airlines,Unknown,Unknown,MKN,MEKONG AIRLINES,Cambodia,N
3454,Menajet,Unknown,IM,MNJ,MENAJET,Lebanon,N
3456,Merchant Express Aviation,Unknown,Unknown,MXX,MERCHANT,Nigeria,N
3457,Mercury Aircourier Service,Unknown,Unknown,MEC,MERCAIR,United States,N
3458,Meridian,Unknown,Unknown,POV,AIR POLTAVA,Ukraine,N
3459,Meridian Air Cargo,Unknown,Unknown,MRD,MERIDIAN,United States,N
3460,Meridian Airlines,Unknown,Unknown,MHL,HASSIMAIR,Nigeria,N
3461,Meridian Aviation,Unknown,Unknown,DSL,DIESEL,United Kingdom,N
3462,Meridian Limited,Unknown,Unknown,MEM,MERIDIAN CHERRY,Ukraine,N
3463,Meridiana,Unknown,IG,ISS,MERAIR,Italy,Y
3464,Merlin Airways,Unknown,Unknown,MEI,AVALON,United States,N
3465,Merpati Nusantara Airlines,Unknown,MZ,MNA,MERPATI,Indonesia,Y
3466,Mesa Airlines,Unknown,YV,ASH,AIR SHUTTLE,United States,Y
3467,Mesaba Airlines,Unknown,XJ,MES,MESABA,United States,Y
3468,Meta Linhas A,Unknown,Unknown,MSQ,META,Brazil,N
3469,Meteorological Research Flight,Unknown,Unknown,MET,METMAN,United Kingdom,N
3470,Methow Aviation,Unknown,Unknown,MER,METHOW,United States,N
3471,Metro Business Aviation,Unknown,Unknown,MVI,Unknown,United Kingdom,N
3472,Metro Express,Unknown,Unknown,MEX,EAGLE EXPRESS,United States,N
3473,Metroflight,Unknown,Unknown,MTR,METRO,United States,N
3474,Metrojet,Unknown,Unknown,MTJ,METROJET,Hong Kong Sar Of China,N
3475,Metropix UK,Unknown,Unknown,PIX,METROPIX,United Kingdom,N
3476,Metroplis,Unknown,Unknown,MPS,METRO REGIONAL,Netherlands,N
3477,Mex Blue,Unknown,Unknown,MXB,MEX BLUE,Mexico,N
3478,Mex-Jet,Unknown,Unknown,MJT,MEJETS,Mexico,N
3479,Mexicana de Aviaci,Unknown,MX,MXA,MEXICANA,Mexico,Y
3480,Mexico Transportes Aereos,Unknown,Unknown,MXT,TRANSMEX,Mexico,N
3481,Miami Air Charter,Unknown,Unknown,HUR,HURRICANE CHARTER,United States,N
3482,Miami Air International,Unknown,GL,BSK,BISCAYNE,United States,N
3483,Miami Valley Aviation,Unknown,Unknown,OWL,NIGHT OWL,United States,N
3484,Miapet-Avia,Unknown,Unknown,MPT,MIAPET,Armenia,N
3485,Michelin Air Services,Unknown,Unknown,BIB,Unknown,France,N
3486,Micromatter Technology Solutions,Unknown,Unknown,WIZ,WIZARD,United Kingdom,N
3487,Mid Airlines,Unknown,Unknown,NYL,NILE,Sudan,N
3488,Mid-Pacific Airlines,Unknown,Unknown,MPA,MID PAC,United States,N
3489,Midamerica Jet,Unknown,Unknown,MJR,MAJOR,United States,N
3490,Middle East Airlines,Unknown,ME,MEA,CEDAR JET,Lebanon,Y
3491,Midland Airport Services,Unknown,Unknown,MID,Unknown,United Kingdom,N
3492,Midline Air Freight,Unknown,Unknown,MFR,MIDLINE FREIGHT,United States,N
3493,Midstate Airlines,Unknown,Unknown,MIS,MIDSTATE,United States,N
3494,Midway Airlines,Unknown,JI,MDW,MIDWAY,United States,Y
3495,Midway Express,Unknown,Unknown,FLA,PALM,United States,N
3496,Midwest Air Freighters,Unknown,Unknown,FAX,FAIRFAX,United States,N
3497,Midwest Airlines,Unknown,YX,MEP,Unknown,United States,Y
3498,Midwest Airlines (Egypt),Unknown,MY,MWA,Unknown,Egypt,Y
3499,Midwest Aviation,Unknown,Unknown,NIT,NIGHTTRAIN,United States,N
3500,Midwest Aviation Division,Unknown,Unknown,MWT,MIDWEST,United States,N
3501,Midwest Helicopters De Mexico,Unknown,Unknown,HTE,HELICOPTERSMEXICO,Mexico,N
3502,Millardair,Unknown,Unknown,MAB,MILLARDAIR,Canada,N
3503,Millen Corporation,Unknown,Unknown,RJM,MILLEN,United Kingdom,N
3504,Millennium Air,Unknown,Unknown,MLK,NIGERJET,Nigeria,N
3505,Miller Flying Services,Unknown,Unknown,MFS,MILLER TIME,United States,N
3506,Million Air,Unknown,Unknown,OXO,MILL AIR,United States,N
3507,Mimino,Unknown,Unknown,MIM,MIMINO,Russia,N
3508,Mina Airline Company,Unknown,Unknown,NAB,Unknown,Egypt,N
3509,Minair,Unknown,Unknown,OMR,ORMINE,Central African Republic,N
3510,Minebea Technologies,Unknown,Unknown,EBE,MINEBEA,United States,N
3511,Mines Air Services Zambia,Unknown,Unknown,MAZ,MINES,Zambia,N
3512,Miniliner,Unknown,Unknown,MNL,MINILINER,Italy,N
3513,Ministic Air,Unknown,Unknown,MNS,MINISTIC,Canada,N
3514,Ministry of Agriculture,Unknown,Unknown,WDG, Fisheries and Food,Watchdog,N
3515,Minsk Aircraft Overhaul Plant,Unknown,Unknown,LIR,LISLINE,Belarus,N
3516,Miramichi Air Service,Unknown,Unknown,MIR,MIRAMICHI,Canada,N
3517,Miras,Unknown,Unknown,MIF,MIRAS,Kazakhstan,N
3518,Misr Overseas Airways,Unknown,Unknown,MOS,Unknown,Egypt,N
3519,Mission Aviation Fellowship,Unknown,Unknown,MAF,MISSI,Indonesia,N
3520,Missionair,Unknown,Unknown,MSN,MISIONAIR,Spain,N
3521,Missions Gouvernemtales Francaises,Unknown,Unknown,MRN,MARIANNE,France,N
3522,Mississippi State University,Unknown,Unknown,BDG,BULLDOG,United States,N
3523,Mississippi Valley Airways,Unknown,Unknown,MVA,VALAIR,United States,N
3524,Mistral Air,Unknown,Unknown,MSA,AIRMERCI,Italy,N
3525,Mobil Oil,Unknown,Unknown,MBO,MOBIL,Canada,N
3526,Mocambique Expresso,Unknown,Unknown,MXE,MOZAMBIQUE EXPRESS,Mozambique,N
3527,Mofaz Air,Unknown,Unknown,MFZ,MOFAZ AIR,Malaysia,N
3528,Moldaeroservice,Unknown,Unknown,MLE,MOLDAERO,Moldova,N
3529,Moldavian Airlines,Unknown,2M,MDV,MOLDAVIAN,Moldova,Y
3530,Moldova,Unknown,Unknown,MVG,MOLDOVA-STATE,Moldova,N
3531,Mombasa Air Safari,Unknown,Unknown,RRV,SKYROVER,Kenya,N
3532,Monarch Airlines,Unknown,ZB,MON,MONARCH,United Kingdom,Y
3533,Monarch Airlines,Unknown,Unknown,MNH,MONARCH AIR,United States,N
3534,Myway Airlines,Unknown,8I,Unknown,Unknown,Italy,Y
3535,Moncton Flying Club,Unknown,Unknown,MFC,EAST WIND,Canada,N
3536,Monde Air Charters,Unknown,Unknown,MDB,MONDEAIR CARGO,United Kingdom,N
3537,Monerrey Air Taxi,Unknown,Unknown,MTI,MONTERREY AIR,Mexico,N
3538,Monky Aerotaxis,Unknown,Unknown,MKY,MONKY,Mexico,N
3539,Montenegro Airlines,Unknown,YM,MGX,MONTAIR,Montenegro,Y
3540,Montserrat Airways,Unknown,Unknown,MNT,MONTSERRAT,Montserrat,N
3541,Mooney Aircraft Corporation,Unknown,Unknown,MNY,MOONEY FLIGHT,United States,N
3542,Morningstar Air Express,Unknown,Unknown,MAL,MORNINGSTAR,Canada,Y
3543,Morris Air Service,Unknown,Unknown,MSS,WASATCH,United States,N
3544,Morrison Flying Service,Unknown,Unknown,MRO,MORRISON,United States,N
3545,Moskovia Airlines,Unknown,3R,GAI,GROMOV AIRLINE,Russia,Y
3546,Mosphil Aero,Unknown,Unknown,MPI,MOSPHIL,Philippines,N
3547,Motor Sich,Unknown,M9,MSI,MOTOR SICH,Ukraine,Y
3548,Mount Cook Airlines,Unknown,NM,NZM,MOUNTCOOK,New Zealand,N
3549,Mountain Air Cargo,Unknown,Unknown,MTN,MOUNTAIN,United States,N
3550,Mountain Air Company,Unknown,N4,MTC,MOUNTAIN LEONE,Sierra Leone,N
3551,Mountain Air Express,Unknown,Unknown,PKP,PIKES PEAK,United States,N
3552,Mountain Air Service,Unknown,Unknown,BRR,MOUNTAIN AIR,United States,N
3553,Mountain Bird,Unknown,Unknown,MBI,MOUNTAIN BIRD,United States,N
3554,Mountain High Aviation,Unknown,Unknown,MHA,MOUNTAIN HIGH,United States,N
3555,Mountain Pacific Air,Unknown,Unknown,MPC,MOUNTAIN PACIFIC,Canada,N
3556,Mountain Valley Air Service,Unknown,Unknown,MTV,MOUNTAIN VALLEY,United States,N
3557,Mowhawk Airlines,Unknown,Unknown,MOW,MOHAWK AIR,United States,N
3558,Mudan Airlines,Unknown,Unknown,MDN,Unknown,Somali Republic,N
3559,Mudanjiang General Aviation,Unknown,Unknown,CMJ,MUDANJIANG,China,N
3560,Multi Taxi,Unknown,Unknown,MTX,MULTITAXI,Mexico,N
3561,Multi-Aero,Unknown,Unknown,WBR,WEBER,United States,N
3562,Multiflight,Unknown,Unknown,MFT,YORKAIR,Unknown,N
3563,Murmansk Aircompany,Unknown,Unknown,MNZ,MURMAN AIR,Russia,N
3564,Murray Air,Unknown,Unknown,MUA,MURRAY AIR,United States,N
3565,Musrata Air Transport,Unknown,Unknown,MMR,MUSRATA AIR,Libya,N
3566,Mustique Airways,Unknown,Unknown,MAW,MUSTIQUE,Barbados,N
3567,My Way Airlines,Unknown,Unknown,MYW,FRANKY,Italy,N
3568,MyTravel Airways,Unknown,VZ,MYT,KESTREL,United Kingdom,Y
3569,Myanma Airways,Unknown,UB,UBA,UNIONAIR,Myanmar,Y
3570,Myanmar Airways International,Unknown,8M,MMM,assignment postponed,Myanmar,Y
3571,Myflug,Unknown,Unknown,MYA,MYFLUG,Iceland,Y
3572,Mytravel Airways,Unknown,Unknown,VKG,VIKING,Denmark,N
3573,NEL Cargo,Unknown,Unknown,NLG,NELCARGO,Ivory Coast,N
3574,NHT Lineas Aereas,Unknown,Unknown,NHG,HELGA,Brazil,N
3575,NZ Warbirds Association,Unknown,Unknown,WAR,WARBIRDS,New Zealand,N
3576,Nacoia Lda,Unknown,Unknown,ANL,AIR NACOIA,Angola,N
3577,Nada Air Service,Unknown,Unknown,NHZ,NADA AIR,Chad,N
3578,Compangnie Nationale Naganagani,Unknown,Unknown,BFN,Unknown,Burkina Faso,N
3579,Nahanni Air Services Ltd,Unknown,Unknown,NAH,NAHANNI,Canada,N
3580,Nakheel Aviation,Unknown,Unknown,NKL,NAKHEEL,United Arab Emirates,N
3581,Namibia Commerical Aviation,Unknown,Unknown,MRE,MED RESCUE,Namibia,N
3582,Namibian Defence Force,Unknown,Unknown,NDF,NAMIBIAN AIR FORCE,Namibia,N
3583,Nanjing Airlines,Unknown,Unknown,CNJ,NINGHANG,China,N
3584,Nantucket Airlines,Unknown,DV,ACK,ACK AIR,United States,N
3585,Nanyah Aviation,Unknown,Unknown,NYA,NANYAH,Israel,N
3586,Napier Air Service Inc,Unknown,Unknown,NAP,NAPIER,United States,N
3587,Nas Air,Unknown,Unknown,NCM,AIR BANE,Angola,N
3588,Nas Air,Unknown,P9,Unknown,Unknown,Mali,N
3589,Nasair,Unknown,UE,NAS,NASAIRWAYS,Eritrea,Y
3590,Nashville Jet Charters,Unknown,Unknown,NJC,NASHVILLE JET,United States,N
3591,Natalco Air Lines,Unknown,Unknown,NCO,NATALCO,S,N
3592,Natioanl Air Traffic Controllers Association,Unknown,Unknown,NTK,NATCA,United States,N
3593,National Air Charter,Unknown,Unknown,NSR,NASAIR,Indonesia,N
3594,National Air Traffic Services,Unknown,Unknown,RFI,SHERLOCK,United Kingdom,N
3595,National Airlines,Unknown,Unknown,NAN,NATION AIR,United States,N
3596,National Airlines,Unknown,N4,NCN,Unknown,Chile,N
3597,National Airlines,Unknown,N7,ROK,RED ROCK,United States,N
3598,National Airlines,Unknown,Unknown,NAL,NATIONAL,United States,N
3599,National Airlines,Unknown,Unknown,KUS,KUSWAG,South Africa,N
3600,National Airways Cameroon,Unknown,9O,Unknown,Unknown,Cameroon,N
3601,National Airways Corporation,Unknown,Unknown,LFI,AEROMED,South Africa,N
3602,National Aviation Company,Unknown,Unknown,GTY,Unknown,Egypt,N
3603,National Aviation Consultants,Unknown,Unknown,TNC,NATCOM,Canada,N
3604,National Express,Unknown,Unknown,NXT,NATIONAL FREIGHT,United States,N
3605,National Grid,Unknown,Unknown,GRD,GRID,United Kingdom,N
3606,National Jet Express,Unknown,Unknown,JTE,JETEX,Australia,N
3607,National Jet Service,Unknown,Unknown,AND,AIR INDIANA,United States,N
3608,National Jet Systems,Unknown,NC,NJS,NATIONAL JET,Australia,Y
3609,National Oceanic and Atmospheric Administration,Unknown,Unknown,NAA,NOAA,United States,N
3610,National Overseas Airlines Company,Unknown,Unknown,NOL,NAT AIRLINE,Egypt,N
3611,Nationale Luchtvaartschool,Unknown,Unknown,NLS,PANDER,Netherlands,N
3612,Nations Air Express Inc,Unknown,Unknown,NAE,NATIONS EXPRESS,United States,N
3613,Nationwide Airlines,Unknown,CE,NTW,NATIONWIDE,South Africa,Y
3614,Nationwide Airlines (Zambia),Unknown,Unknown,NWZ,ZAMNAT,Zambia,N
3615,Natural Environment Research Council,Unknown,Unknown,EVM,SCIENCE,United Kingdom,N
3616,Natureair,Unknown,Unknown,NRR,NATUREAIR,Costa Rica,N
3617,Naturelink Charter,Unknown,Unknown,NRK,NATURELINK,South Africa,N
3618,Nauru Air Corporation,Unknown,ON,RON,AIR NAURU,Nauru,Y
3619,NAV CANADA,Unknown,Unknown,NVC,NAV CAN,Canada,N
3620,Nav Flight Planning,Unknown,Unknown,NAV,NAV DISPATCH,Czech Republic,N
3621,Navegacao Aerea De Portugal,Unknown,Unknown,NVP,Unknown,Portugal,N
3622,Navegacion Servicios Aereos Canarios SA,Unknown,Unknown,NAY,NAYSA,Spain,N
3623,Navid,Unknown,Unknown,IRI,NAVID,Iran,N
3624,Naviera Mexicana,Unknown,Unknown,NVM,NAVIERA,Mexico,N
3625,Navigator Airlines,Unknown,Unknown,NVL,NAVLINES,Armenia,N
3626,Navinc Airlines Services,Unknown,Unknown,XNV,Unknown,United States,N
3627,Navitaire,Unknown,1N,Unknown,Unknown,United States,N
3628,Navtech System Support,Unknown,Unknown,XNS,Unknown,Canada,N
3629,Nayzak Air Transport,Unknown,Unknown,NZA,Unknown,Libya,N
3630,State of Nebraska,Unknown,Unknown,NEB,NEBRASKA,United States,N
3631,Necon Air,Unknown,Unknown,NEC,NECON AIR,Nepal,N
3632,Nederlandse Kustwacht,Unknown,Unknown,NCG,NETHERLANDS COASTGUARD,Netherlands,N
3633,Nefteyugansk Aviation Division,Unknown,Unknown,NFT,NEFTEAVIA,Russia,N
3634,Neiltown Air,Unknown,Unknown,NLA,NEILTOWN AIR,Canada,N
3635,Nelair Charters,Unknown,Unknown,NLC,NELAIR,South Africa,N
3636,Nelson Aviation College,Unknown,Unknown,CGE,COLLEGE,New Zealand,N
3637,Nepal Airlines,Unknown,RA,RNA,ROYAL NEPAL,Nepal,Y
3638,Neos,Unknown,NO,NOS,MOONFLOWER,Italy,N
3639,Neosiam Airways,Unknown,Unknown,TOX,SKY KINGDOM,Thailand,N
3640,Neric,Unknown,Unknown,NSL,NERICAIR,United Kingdom,N
3641,NetJets,Unknown,1I,EJA,EXECJET,United States,Y
3642,Network Aviation Services,Unknown,Unknown,NET,NETWORK,Nigeria,N
3643,New England Air Express,Unknown,Unknown,NEZ,ENGAIR,United States,N
3644,New England Airlines,Unknown,EJ,NEA,NEW ENGLAND,United States,Y
3645,New Heights 291,Unknown,Unknown,NHT,NEWHEIGHTS,South Africa,N
3646,New World Jet Corporation,Unknown,Unknown,NWD,NEW WORLD,United States,N
3647,New York Helicopter,Unknown,Unknown,NYH,NEW YORK,United States,N
3648,New York State Police,Unknown,Unknown,GRY,GRAY RIDER,United States,N
3649,New Zealand Air Defence Force,Unknown,Unknown,KRC,KIWI RESCUE,New Zealand,N
3650,Newair,Unknown,Unknown,HVA,HAVEN-AIR,United States,N
3651,Newfoundland Labrador Air Transport,Unknown,Unknown,NLT,NALAIR,Canada,N
3652,NextJet,Unknown,2N,NTJ,NEXTJET,Sweden,Y
3653,Nextflight Aviation,Unknown,Unknown,NXF,NEXTFLIGHT,United States,N
3654,Nexus Aviation,Unknown,Unknown,NXS,NEXUS AVIATION,Nigeria,N
3655,Nicaraguense De Aviacion,Unknown,Unknown,NIS,NICA,Nicaragua,N
3656,Nicon Airways,Unknown,Unknown,NCN,NICON AIRWAYS,Nigeria,N
3657,Nigeria Airways,Unknown,Unknown,NGA,NIGERIA,Nigeria,N
3658,Nigerian Air Force,Unknown,Unknown,NGR,NIGERIAN AIRFORCE,Nigeria,N
3659,Nigerian Global,Unknown,Unknown,NGX,AIR GLOBAL,Nigeria,N
3660,Night Express,Unknown,Unknown,EXT,EXECUTIVE,Germany,N
3661,Niki,Unknown,HG,NLY,FLYNIKI,Austria,Y
3662,Nikolaev-Air,Unknown,Unknown,NKV,AIR NIKOLAEV,Ukraine,N
3663,Nile Safaris Aviation,Unknown,Unknown,NSA,NILE SAFARIS,Sudan,N
3664,Nile Valley Aviation Company,Unknown,Unknown,NVA,Unknown,Egypt,N
3665,Nile Wings Aviation Services,Unknown,Unknown,NLW,NILE WINGS,Sudan,N
3666,Nimbus Aviation,Unknown,Unknown,NBS,NIMBUS,United Kingdom,N
3667,Nippon Cargo Airlines,Unknown,KZ,NCA,NIPPON CARGO,Japan,N
3668,Nizhnevartovskavia,Unknown,Unknown,NVK,VARTOSKAVIA,Russia,N
3669,Search and Rescue 202,Unknown,Unknown,SRG,Unknown,United Kingdom,N
3670,Search and Rescue 22,Unknown,Unknown,SRD,Unknown,United Kingdom,N
3671,No. 32 (The Royal) Squadron RAF,Unknown,Unknown,NOH,NORTHOLT,United Kingdom,N
3672,84 Squadron Royal Air Force @ RAF Akrotiri,Unknown,Unknown,AKG,GRIFTER,United Kingdom,N
3673,Nobil Air,Unknown,Unknown,NBL,NOBIL AIR,Moldova,N
3674,Nok Air,Unknown,DD,NOK,NOK AIR,Thailand,Y
3675,Nolinor Aviation,Unknown,Unknown,NRL,NOLINOR,Canada,N
3676,Nomad Aviation,Unknown,Unknown,NMD,NOMAD AIR,Namibia,N
3677,Norcopter,Unknown,Unknown,NOC,Unknown,Norway,N
3678,Nord-Flyg,Unknown,Unknown,NEF,NORDEX,Sweden,N
3679,Nordeste Linhas Aereas Regionais,Unknown,JH,NES,NORDESTE,Brazil,N
3680,Nordic Regional,Unknown,6N,NRD,NORTH RIDER,Sweden,N
3681,Nordic Solutions,Unknown,Unknown,NVD,NORDVIND,Lithuania,N
3682,Nordstree (Australia),Unknown,Unknown,NDS,Unknown,Australia,N
3683,Norestair,Unknown,Unknown,NRT,NORESTAIR,Spain,N
3684,Norfolk County Flight College,Unknown,Unknown,NCF,COUNTY,United Kingdom,Y
3685,Norontair,Unknown,Unknown,NOA,NORONTAIR,Canada,N
3686,Norrlandsflyg,Unknown,Unknown,HMF,LIFEGUARD SWEDEN,Sweden,N
3687,Norse Air Charter,Unknown,Unknown,NRX,NORSE AIR,South Africa,N
3688,Norsk Flyrjeneste,Unknown,Unknown,NIR,NORSEMAN,Norway,N
3689,Norsk Helikopter,Unknown,Unknown,NOR,NORSKE,Norway,N
3690,Norsk Luftambulanse,Unknown,Unknown,DOC,HELIDOC,Norway,N
3691,Nortavia,Unknown,Unknown,RTV,TIC-TAC,Portugal,N
3692,North Adria Aviation,Unknown,Unknown,NAI,NORTH-ADRIA,Croatia,N
